Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
BTO,John Hancock Financial Opportunities Fund Common Stock,$30.35,569103533,87279,,
BTT,BlackRock Municipal 2030 Target Term Trust,$25.68,1810583063,99913,,
BTWN,Bridgetown Holdings Limited Class A Ordinary Shares,$15.48,1151312446,1732190,Finance,Business Services
BTZ,BlackRock Credit Allocation Income Trust,$14.71,1375076075,420813,,
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),$69.91,1.38E+11,821665,Consumer Non-Durables,Beverages (Production/Distribution)
BUFF,Innovator Laddered Fund of S&P 500 Power Buffer ETFs,$33.22,6499280691,7142,,
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,$25.04,444177404,49159,,
BUR,Burford Capital Limited Ordinary Shares,$9.67,2118212311,75325,Finance,Finance: Consumer Services
BURL,Burlington Stores Inc. Common Stock,$261.55,17325111756,379732,Consumer Services,Department/Specialty Retail Stores
BUSE,First Busey Corporation Class A Common Stock,$21.55,1174954078,103410,Finance,Major Banks
BV,BrightView Holdings Inc. Common Stock,$15.12,1585877605,199832,Consumer Non-Durables,Farming/Seeds/Milling
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,$13.53,261368305,32888,Finance,Real Estate
BVN,Buenaventura Mining Company Inc.,$12.19,3096099909,485294,Basic Industries,Precious Metals
BW,Babcock & Wilcox Enterprises Inc. Common Stock,$3.51,182553338,194390,Capital Goods,Building Products
BWA,BorgWarner Inc. Common Stock,$38.64,9448201254,1211958,Capital Goods,Auto Parts:O.E.M.
BWB,Bridgewater Bancshares Inc. Common Stock,$12.49,353238945,37638,Finance,Major Banks
BWEN,Broadwind Inc. Common Stock,$7.93,134314859,513450,Capital Goods,Metal Fabrications
BWFG,Bankwell Financial Group Inc. Common Stock,$19.55,154376634,15192,Finance,Major Banks
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,$12.49,262162540,35742,,
BWMX,Betterware de Mexico S.A.B. de C.V. Ordinary Shares,$34.15,1188531875,21649,Consumer Services,Catalog/Specialty Distribution
BWXT,BWX Technologies Inc. Common Stock,$60.28,5745260337,222128,Energy,Industrial Machinery/Components
BX,The Blackstone Group Inc. Class A Common Stock,$64.81,44976473411,1827830,Finance,Investment Managers
BXC,Bluelinx Holdings Inc. Common Stock,$29.26,276844660,44402,Capital Goods,Wholesale Distributors
BXG,Bluegreen Vacations Corporation Common Stock,$7.94,575525286,145861,Finance,Real Estate
BXMT,Blackstone Mortgage Trust Inc. Common Stock,$27.53,4024823810,787283,Consumer Services,Real Estate Investment Trusts
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,$12.88,1340638461,486035,,
BXP,Boston Properties Inc. Common Stock,$94.53,14714496222,562908,Consumer Services,Real Estate Investment Trusts
BXS,BancorpSouth Bank Common Stock,$27.44,2814717353,391948,,
BY,Byline Bancorp Inc. Common Stock,$15.45,596121270,35162,Finance,Major Banks
BYD,Boyd Gaming Corporation Common Stock,$42.92,4787301221,1023359,Consumer Services,Hotels/Resorts
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,$15.17,400583161,81844,,
BYND,Beyond Meat Inc. Common Stock,$125.00,7831957375,2650109,Consumer Non-Durables,Packaged Foods
BYSI,BeyondSpring Inc. Ordinary Shares,$12.20,372014856,389369,Health Care,Major Pharmaceuticals
BZH,Beazer Homes USA Inc. Common Stock,$15.15,473495312,233395,Capital Goods,Homebuilding
BZUN,Baozun Inc. American Depositary Shares,$34.35,2671057786,1748293,Consumer Services,Catalog/Specialty Distribution
C,Citigroup Inc. Common Stock,$61.66,1.28E+11,12500739,Finance,Major Banks
CAAP,Corporacion America Airports SA Common Shares,$3.99,651258601,197854,Transportation,Aerospace
CAAS,China Automotive Systems Inc. Common Stock,$6.24,192515082,242299,Capital Goods,Auto Parts:O.E.M.
CABA,Cabaletta Bio Inc. Common Stock,$12.48,300212228,177283,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CABO,Cable One Inc. Common Stock,"$2,227.72",13421268942,44432,Consumer Services,Television Services
CAC,Camden National Corporation Common Stock,$35.78,533717522,23600,Finance,Major Banks
CACC,Credit Acceptance Corporation Common Stock,$346.14,6109155701,79250,Finance,Finance: Consumer Services
CACI,CACI International Inc. Class A Common Stock,$249.33,6287803903,79394,Technology,EDP Services
CADE,Cadence Bancorporation Class A Common Stock,$16.42,2068567479,710913,Finance,Major Banks
CAE,CAE Inc. Ordinary Shares,$27.74,7835111071,223139,Miscellaneous,Industrial Machinery/Components
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,$22.15,484674450,53548,,
CAG,ConAgra Brands Inc. Common Stock,$36.26,17713665327,2317041,Consumer Non-Durables,Packaged Foods
CAH,Cardinal Health Inc. Common Stock,$53.56,15715605247,1251811,Health Care,Other Pharmaceuticals
CAI,CAI International Inc. Common Stock,$31.24,554273919,354953,Technology,Diversified Commercial Services
CAJ,Canon Inc. American Depositary Shares,$19.41,20298497001,360749,Miscellaneous,Industrial Machinery/Components
CAKE,Cheesecake Factory Incorporated (The) Common Stock,$37.06,1689345782,900733,Consumer Services,Restaurants
CAL,Caleres Inc. Common Stock,$15.65,593240794,622571,Consumer Non-Durables,Shoe Manufacturing
CALA,Calithera Biosciences Inc. Common Stock,$4.91,346443271,1257556,Health Care,Major Pharmaceuticals
CALB,California BanCorp Common Stock,$15.56,126808990,5661,Finance,Major Banks
CALM,Cal-Maine Foods Inc. Common Stock,$37.54,1830893372,596561,Consumer Non-Durables,Farming/Seeds/Milling
CALT,Calliditas Therapeutics AB American Depositary Shares,$33.62,839518027,999,Health Care,Major Pharmaceuticals
CALX,Calix Inc Common Stock,$29.76,1838362873,631124,Consumer Services,Telecommunications Equipment
CAMP,CalAmp Corp. Common Stock,$9.92,347544442,236005,Technology,Radio And Television Broadcasting And Communications Equipment
CAMT,Camtek Ltd. Ordinary Shares,$21.91,901465150,222167,Capital Goods,Electronic Components
CAN,Canaan Inc. American Depositary Shares,$5.93,928489163,79006913,Technology,Semiconductors
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,$7.00,1056813723,1282037,Technology,Computer Software: Prepackaged Software
CAPA,HighCape Capital Acquisition Corp. Class A Common Stock,$10.15,150017000,2,Finance,Business Services
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,$17.17,650194350,34631,Energy,Oil Refining/Marketing
CAR,Avis Budget Group Inc. Common Stock,$37.30,2599189365,1041423,Consumer Services,Rental/Leasing Companies
CARA,Cara Therapeutics Inc. Common Stock,$15.13,753959734,278203,Health Care,Major Pharmaceuticals
CARE,Carter Bankshares Inc. Common Stock,$10.72,282867579,58424,Finance,Major Banks
CARG,CarGurus Inc. Class A Common Stock ,$31.73,3593015817,597493,Technology,EDP Services
CARR,Carrier Global Corporation Common Stock ,$37.72,32691443787,2096765,Capital Goods,Industrial Machinery/Components
CARS,Cars.com Inc. Common Stock ,$11.30,761464354,306977,Technology,EDP Services
CASA,Casa Systems Inc. Common Stock,$6.17,515344326,236624,Technology,Radio And Television Broadcasting And Communications Equipment
CASH,Meta Financial Group Inc. Common Stock,$36.56,1222809670,165592,Finance,Major Banks
CASS,Cass Information Systems Inc Common Stock,$38.91,561165195,35883,Miscellaneous,Business Services
CASY,Casey's General Stores Inc. Common Stock,$178.62,6597463129,192410,Consumer Durables,Automotive Aftermarket
CAT,Caterpillar Inc. Common Stock,$182.02,98883872672,1717865,Capital Goods,Construction/Ag Equipment/Trucks
CATC,Cambridge Bancorp Common Stock,$69.75,483248088,16764,Finance,Major Banks
CATM,Cardtronics plc Class A Ordinary Shares (UK),$35.30,1570498306,469441,Miscellaneous,Business Services
CATO,Cato Corporation (The) Class A Common Stock,$9.59,219937722,291358,Consumer Services,Clothing/Shoe/Accessory Stores
CATY,Cathay General Bancorp Common Stock,$32.19,2564280090,358588,Finance,Major Banks
CB,Chubb Limited  Common Stock,$153.92,69474950131,1220285,Finance,Property-Casualty Insurers
CBAN,Colony Bankcorp Inc. Common Stock,$14.65,139157171,17175,Finance,Major Banks
CBAT,CBAK Energy Technology Inc. Common Stock,$5.06,401309860,3553311,Miscellaneous,Industrial Machinery/Components
CBAY,CymaBay Therapeutics Inc. Common Stock,$5.74,395411908,4252464,Health Care,Major Pharmaceuticals
CBB,Cincinnati Bell Inc. Common Stock,$15.28,774399644,388099,Public Utilities,Telecommunications Equipment
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,$14.32,3839371100,58785,Consumer Services,Food Chains
CBFV,CB Financial Services Inc. Common Stock,$20.01,108011819,4812,Finance,Major Banks
CBH,AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,$9.99,182402575,22911,,
CBIO,Catalyst Biosciences Inc. Common Stock,$6.31,139437244,296511,Health Care,Major Pharmaceuticals
CBMG,Cellular Biomedicine Group Inc. Common Stock,$18.38,357665426,25206,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBNK,Capital Bancorp Inc. Common Stock,$13.93,190575968,16842,Finance,Major Banks
CBOE,Cboe Global Markets Inc. Common Stock,$93.12,10412562000,547634,,
CBPO,China Biologic Products Holdings Inc. Ordinary Shares,$118.11,4581262019,100602,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBRE,CBRE Group Inc Common Stock Class A,$62.72,21039815749,838479,Finance,Real Estate
CBRL,Cracker Barrel Old Country Store Inc Common Stock,$131.92,3129278278,247434,Consumer Services,Restaurants
CBSH,Commerce Bancshares Inc. Common Stock,$65.70,7694874929,377146,Finance,Major Banks
CBT,Cabot Corporation Common Stock,$44.88,2540209167,273873,Basic Industries,Major Chemicals
CBTX,CBTX Inc. Common Stock,$25.51,633784419,35343,Finance,Major Banks
CBU,Community Bank System Inc. Common Stock,$62.31,3336181395,169299,Finance,Major Banks
CBZ,CBIZ Inc. Common Stock,$26.61,1451082497,212684,Miscellaneous,Business Services
CC,Chemours Company (The) Common Stock,$24.79,4077851700,822235,Basic Industries,Major Chemicals
CCAC,CITIC Capital Acquisition Corp. Class A Ordinary Shares,$10.48,361560000,245864,Finance,Business Services
CCAP,Crescent Capital BDC Inc. Common stock,$14.57,410398435,21624,,
CCB,Coastal Financial Corporation Common Stock,$21.00,250969068,15935,Finance,Major Banks
CCBG,Capital City Bank Group Common Stock,$24.58,411996785,12600,Finance,Major Banks
CCC,Clarivate Plc Ordinary Shares,$29.71,18002973884,578525,Technology,EDP Services
CCCC,C4 Therapeutics Inc. Common Stock,$33.13,1425567335,251649,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,$28.17,689756760,74933,,
CCEP,Coca-Cola European Partners plc Ordinary Shares,$49.83,22652098563,556975,Consumer Non-Durables,Beverages (Production/Distribution)
CCF,Chase Corporation Common Stock,$101.01,954168844,43988,Consumer Durables,Building Products
CCI,Crown Castle International Corp. (REIT) Common Stock,$159.19,68658304105,1579921,,
CCIV,Churchill Capital Corp IV Class A Common Stock,$10.01,2590087500,1266224,Finance,Business Services
CCJ,Cameco Corporation Common Stock,$13.40,5304339160,3312709,Basic Industries,Precious Metals
CCK,Crown Holdings Inc.,$100.20,13503212019,507660,Consumer Durables,Containers/Packaging
CCL,Carnival Corporation Common Stock,$21.66,23912961001,25679255,Consumer Services,Marine Transportation
CCMP,CMC Materials Inc. Common Stock,$151.30,4400048652,124045,Technology,Semiconductors
CCNE,CNB Financial Corporation Common Stock,$21.29,358374889,20418,Finance,Major Banks
CCOI,Cogent Communications Holdings Inc.,$59.87,2828936528,261031,Consumer Services,Telecommunications Equipment
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,$8.87,333187216,369206,Technology,Professional Services
CCS,Century Communities Inc. Common Stock,$43.78,1460090713,326268,Capital Goods,Homebuilding
CCU,Compania Cervecerias Unidas S.A. Common Stock,$14.70,2715846109,50479,Consumer Non-Durables,Beverages (Production/Distribution)
CCX,Churchill Capital Corp II Class A Common Stock,$10.35,1306687500,469258,Finance,Business Services
CCXI,ChemoCentryx Inc. Common Stock,$61.92,4285384995,732220,Health Care,Major Pharmaceuticals
CD,Chindata Group Holdings Limited American Depositary Shares,$23.96,8607143372,1692845,,
CDAK,Codiak BioSciences Inc. Common Stock,$32.30,606195870,296857,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CDAY,Ceridian HCM Holding Inc. Common Stock,$106.56,15749888000,549735,Technology,Computer Software: Prepackaged Software
CDE,Coeur Mining Inc. Common Stock,$10.35,2522648070,3515234,Basic Industries,Precious Metals
CDK,CDK Global Inc. Common Stock,$51.83,6307291436,408725,Miscellaneous,Business Services
CDLX,Cardlytics Inc. Common Stock,$142.77,3921092245,211865,Technology,Computer Software: Programming Data Processing
CDMO,Avid Bioservices Inc. Common Stock,$11.54,698858580,270649,Health Care,Major Pharmaceuticals
CDNA,CareDx Inc. Common Stock,$72.45,3568685299,539286,Health Care,Medical Specialities
CDNS,Cadence Design Systems Inc. Common Stock,$136.43,38054556330,773703,Technology,Computer Software: Prepackaged Software
CDR,Cedar Realty Trust Inc. Common Stock,$10.13,137075331,99077,Consumer Services,Real Estate Investment Trusts
CDW,CDW Corporation Common Stock,$131.79,18844416328,493658,Consumer Services,Catalog/Specialty Distribution
CDXC,ChromaDex Corporation Common Stock,$4.80,296581094,166621,Consumer Durables,Specialty Chemicals
CDXS,Codexis Inc. Common Stock,$21.83,1387678962,510159,Basic Industries,Major Chemicals
CDZI,CADIZ Inc. Common Stock,$10.65,378544665,73553,Public Utilities,Water Supply
CE,Celanese Corporation Celanese Corporation Common Stock,$129.94,15189339289,424659,Basic Industries,Major Chemicals
CEA,China Eastern Airlines Corporation Ltd. Common Stock,$21.51,7046464858,14278,Transportation,Air Freight/Delivery Services
CECE,CECO Environmental Corp. Common Stock,$6.96,247113109,62203,Capital Goods,Pollution Control Equipment
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,$24.07,161411904,5534,,
CEIX,CONSOL Energy Inc. Common Stock ,$7.21,187722170,1204989,Energy,Coal Mining
CEL,Cellcom Israel Ltd. Ordinary Shares,$4.85,789457251,12136,Public Utilities,Telecommunications Equipment
CELH,Celsius Holdings Inc. Common Stock,$50.31,3604789782,3654619,Consumer Non-Durables,Beverages (Production/Distribution)
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,$16.78,236312606,542417,,
CENT,Central Garden & Pet Company Common Stock,$38.61,2117802670,76666,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,$36.33,1992742062,238845,Consumer Durables,Consumer Specialties
CENX,Century Aluminum Company Common Stock,$11.03,987017719,721343,Basic Industries,Aluminum
CEO,CNOOC Limited Common Stock,$91.65,40919393332,454343,Energy,Oil & Gas Production
CEQP,Crestwood Equity Partners LP,$18.98,1395670993,283938,Public Utilities,Oil & Gas Production
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,$16.58,461294364,157846,Health Care,Major Pharmaceuticals
CERN,Cerner Corporation Common Stock,$78.48,24061175195,704915,Technology,EDP Services
CERS,Cerus Corporation Common Stock,$6.92,1156622467,1467504,Health Care,Medical/Dental Instruments
CERT,Certara Inc. Common Stock,$33.72,5158468032,531449,Technology,Computer Software: Prepackaged Software
CET,Central Securities Corporation Common Stock,$32.64,841691270,25990,,
CEVA,CEVA Inc. Common Stock,$45.50,1012384874,291128,Technology,Semiconductors
CF,CF Industries Holdings Inc. Common Stock,$38.71,8280695908,1556406,Basic Industries,Agricultural Chemicals
CFB,CrossFirst Bankshares Inc. Common Stock,$10.75,561104614,90876,Finance,Major Banks
CFBK,CF Bankshares Inc. Common Stock,$17.69,116148224,10066,Finance,Major Banks
CFFI,C&F Financial Corporation Common Stock,$37.11,135440553,5403,Finance,Major Banks
CFFN,Capitol Federal Financial Inc. Common Stock,$12.50,1734906200,331374,Finance,Savings Institutions
CFG,Citizens Financial Group Inc. Common Stock,$35.76,15272133484,1829859,Finance,Major Banks
CFII,CF Finance Acquisition Corp. II Class A Common Stock,$11.02,700872000,959791,Finance,Business Services
CFR,Cullen/Frost Bankers Inc. Common Stock,$87.23,5482805101,345025,Finance,Major Banks
CFRX,ContraFect Corporation Common Stock,$5.05,140440914,247938,Health Care,Major Pharmaceuticals
CFX,Colfax Corporation Common Stock,$38.24,4529802525,618429,Capital Goods,Fluid Controls
CG,The Carlyle Group Inc. Common Stock,$31.44,11114686909,531918,Finance,Investment Managers
CGBD,TCG BDC Inc. Common Stock,$10.26,577726400,471790,,
CGC,Canopy Growth Corporation Common Shares,$24.64,9208664942,2229468,Consumer Durables,Specialty Chemicals
CGEN,Compugen Ltd. Ordinary Shares,$12.11,1001426871,1530638,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGNX,Cognex Corporation Common Stock,$80.29,14020396596,421944,Capital Goods,Industrial Machinery/Components
CGO,Calamos Global Total Return Fund Common Stock,$14.67,129334211,22139,,
CGRO,Collective Growth Corporation Class A Common Stock,$14.29,271688625,963874,Finance,Business Services
CHA,China Telecom Corp Ltd ADS,$27.55,22296766000,138134,Public Utilities,Telecommunications Equipment
CHAQ,Chardan Healthcare Acquisition 2 Corp. Common Stock,$10.20,109938711,2074,Finance,Business Services
CHCO,City Holding Company Common Stock,$69.55,1098045246,35097,Finance,Major Banks
CHCT,Community Healthcare Trust Incorporated Common Stock,$47.11,1103787206,60533,Consumer Services,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc. Common Stock,$87.23,21672326386,1651446,Basic Industries,Package Goods/Cosmetics
CHDN,Churchill Downs Incorporated Common Stock,$194.79,7685483278,184183,Consumer Services,Services-Misc. Amusement & Recreation
CHE,Chemed Corp,$532.61,8496099915,85125,Health Care,Medical/Nursing Services
CHEF,The Chefs' Warehouse Inc. Common Stock,$25.69,970304210,363539,Consumer Non-Durables,Food Distributors
CHGG,Chegg Inc. Common Stock,$90.33,11635487513,820851,Consumer Services,Other Consumer Services
CHH,Choice Hotels International Inc. Common Stock,$106.73,5919041092,163773,Consumer Services,Hotels/Resorts
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,$13.54,960308455,199921,,
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,$132.91,18633994228,689208,Technology,Computer Software: Prepackaged Software
CHL,China Mobile Limited Common Stock,$28.54,1.17E+11,1990904,Public Utilities,Telecommunications Equipment
CHMA,Chiasma Inc. Common Stock,$4.35,251447813,621576,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp Common Stock,$33.95,158100465,9577,Finance,Major Banks
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,$9.14,156082482,201032,Consumer Services,Real Estate Investment Trusts
CHN,China Fund Inc. (The) Common Stock,$28.56,299235172,11700,,
CHNG,Change Healthcare Inc. Common Stock,$18.65,5678034649,1453814,Technology,EDP Services
CHPM,CHP Merger Corp. Class A Common Stock,$10.26,384750000,85096,Finance,Business Services
CHRS,Coherus BioSciences Inc. Common Stock,$17.38,1252194449,511701,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc. Common Stock,$93.87,12761262941,665166,Transportation,Oil Refining/Marketing
CHT,Chunghwa Telecom Co. Ltd.,$38.62,29959260314,68255,Public Utilities,Telecommunications Equipment
CHTR,Charter Communications Inc. Class A Common Stock New,$661.55,1.36E+11,699526,Consumer Services,Television Services
CHU,China Unicom (Hong Kong) Ltd Common Stock,$5.68,17379664000,433132,Public Utilities,Telecommunications Equipment
CHUY,Chuy's Holdings Inc. Common Stock,$26.49,521707623,71425,Consumer Services,Restaurants
CHW,Calamos Global Dynamic Income Fund Common Stock,$9.56,567353353,183990,,
CHWY,Chewy Inc. Class A Common Stock,$89.89,37092809076,3601943,Consumer Services,Catalog/Specialty Distribution
CHX,ChampionX Corporation Common Stock ,$15.30,3057449964,1256346,Technology,Industrial Machinery/Components
CHY,Calamos Convertible and High Income Fund Common Stock,$14.28,1046015755,170855,,
CI,Cigna Corporation Common Stock,$208.18,75208622350,1233429,Health Care,Medical Specialities
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),$5.73,289479554,60440,Finance,Life Insurance
CIB,BanColombia S.A. Common Stock,$40.18,9661552215,58682,Finance,Commercial Banks
CIEN,Ciena Corporation Common Stock,$52.85,8168725845,1218881,Public Utilities,Telecommunications Equipment
CIGI,Colliers International Group Inc. Subordinate Voting Shares,$89.13,3569550524,10647,Finance,Real Estate
CII,Blackrock Capital and Income Fund Inc.,$17.40,767712360,109886,,
CIIC,CIIG Merger Corp. Class A Common Stock,$28.12,909506250,1115312,Finance,Business Services
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,$3.15,164760526,3873730,,
CIM,Chimera Investment Corporation Common Stock,$10.25,2395738947,2632030,Consumer Services,Real Estate Investment Trusts
CINF,Cincinnati Financial Corporation Common Stock,$87.37,14057562415,446652,Finance,Property-Casualty Insurers
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,$12.59,248870748,13183,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CIO,City Office REIT Inc. Common Stock,$9.77,423989833,224897,Consumer Services,Real Estate Investment Trusts
CIR,CIRCOR International Inc. Common Stock,$38.44,768726849,101307,Capital Goods,Metal Fabrications
CIT,CIT Group Inc (DEL) Common Stock,$35.90,3537100524,737266,Finance,Major Banks
CIVB,Civista Bancshares Inc. Common Stock,$17.53,278975453,21309,Finance,Major Banks
CIX,CompX International Inc. Common Stock,$14.23,177179964,2435,Capital Goods,Industrial Machinery/Components
CIXX,CI Financial Corp. Common Shares,$12.41,2603538601,9143,Finance,Investment Managers
CIZN,Citizens Holding Company Common Stock,$20.95,117049117,6226,Finance,Major Banks
CKH,SEACOR Holdings Inc. Common Stock,$41.45,844452519,359700,Transportation,Marine Transportation
CL,Colgate-Palmolive Company Common Stock,$85.51,73296506739,1893101,Consumer Non-Durables,Package Goods/Cosmetics
CLA,Colonnade Acquisition Corp. Class A Ordinary Shares,$13.50,337500000,1516684,Finance,Business Services
CLAR,Clarus Corporation Common Stock,$15.40,478371648,329611,Consumer Non-Durables,Recreational Products/Toys
CLB,Core Laboratories N.V. Common Stock,$26.51,1179554391,276963,Energy,Oilfield Services/Equipment
CLBK,Columbia Financial Inc. Common Stock,$15.56,1752920265,128228,Finance,Savings Institutions
CLCT,Collectors Universe Inc.,$75.40,680568769,235902,Miscellaneous,Business Services
CLDR,Cloudera Inc. Common Stock,$13.91,3987842877,2138725,Technology,Computer Software: Prepackaged Software
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,$10.80,507301963,245854,Consumer Services,Real Estate Investment Trusts
CLDX,Celldex Therapeutics Inc.,$17.52,693214979,1361212,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLF,Cleveland-Cliffs Inc. Common Stock,$14.56,6951356892,7234330,Basic Industries,Precious Metals
CLFD,Clearfield Inc. Common Stock,$24.72,337427061,38453,Public Utilities,Telecommunications Equipment
CLGX,CoreLogic Inc. Common Stock,$77.32,6013848156,461155,Technology,EDP Services
CLH,Clean Harbors Inc. Common Stock,$76.10,4204243278,350557,Basic Industries,Environmental Services
CLI,Mack-Cali Realty Corporation Common Stock,$12.46,1130276367,471506,Consumer Services,Real Estate Investment Trusts
CLII,Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock,$10.71,307912500,46928,Finance,Business Services
CLLS,Cellectis S.A. American Depositary Shares,$27.06,1149674759,394617,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,$11.73,892823479,564559,,
CLMT,Calumet Specialty Products Partners L.P. Common Units,$3.13,244335143,239136,Energy,Integrated oil Companies
CLNC,Colony Credit Real Estate Inc. Class A Common Stock,$7.50,964372238,354625,Consumer Services,Real Estate Investment Trusts
CLNE,Clean Energy Fuels Corp. Common Stock,$7.86,1558404511,6002896,Public Utilities,Natural Gas Distribution
CLNY,Colony Capital Inc.,$4.81,2320160619,1840550,Consumer Services,Real Estate Investment Trusts
CLPR,Clipper Realty Inc. Common Stock,$7.05,113223000,116975,Consumer Services,Real Estate Investment Trusts
CLPT,ClearPoint Neuro Inc. Common Stock,$15.89,249971183,123803,Health Care,Medical/Dental Instruments
CLR,Continental Resources Inc. Common Stock,$16.30,5953318813,1693824,Energy,Oil & Gas Production
CLS,Celestica Inc. Common Stock,$8.07,1041480766,187612,Technology,Electrical Products
CLSK,CleanSpark Inc. Common Stock,$29.05,504141747,2267310,Technology,EDP Services
CLVR,Clever Leaves Holdings Inc. Common Shares,$8.90,220770027,2292695,Health Care,Major Pharmaceuticals
CLVS,Clovis Oncology Inc. Common Stock,$4.80,496472674,5688404,Health Care,Major Pharmaceuticals
CLW,Clearwater Paper Corporation Common Stock,$37.75,625640037,94210,Basic Industries,Paper
CLX,Clorox Company (The) Common Stock,$201.92,25452001664,947864,Consumer Durables,Specialty Chemicals
CLXT,Calyxt Inc. Common Stock,$4.22,156414486,158111,Basic Industries,Agricultural Chemicals
CM,Canadian Imperial Bank of Commerce Common Stock,$85.47,38212024950,158741,Finance,Commercial Banks
CMA,Comerica Incorporated Common Stock,$55.86,7769447971,768779,Finance,Major Banks
CMBM,Cambium Networks Corporation Ordinary Shares,$25.08,646632097,485401,Technology,Radio And Television Broadcasting And Communications Equipment
CMC,Commercial Metals Company Common Stock,$20.54,2466197151,1174546,Basic Industries,Steel/Iron Ore
CMCL,Caledonia Mining Corporation Plc Common Shares,$15.88,192446909,52112,Basic Industries,Precious Metals
CMCO,Columbus McKinnon Corporation Common Stock,$38.44,918672447,79041,Capital Goods,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,$52.40,2.40E+11,11651211,Consumer Services,Television Services
CMCT,CIM Commercial Trust Corporation Common stock,$14.24,211142318,14256,Consumer Services,Real Estate Investment Trusts
CMD,Cantel Medical Corp. Common Stock,$78.86,3331413020,180778,Health Care,Medical/Dental Instruments
CME,CME Group Inc. Class A Common Stock,$182.05,65354238184,1400106,Finance,Investment Bankers/Brokers/Service
CMG,Chipotle Mexican Grill Inc. Common Stock,"$1,386.71",38800629762,217684,Consumer Services,Restaurants
CMI,Cummins Inc. Common Stock,$227.10,33612294545,480380,Energy,Industrial Machinery/Components
CMLF,CM Life Sciences Inc. Class A Common Stock,$11.04,610995000,272790,Finance,Business Services
CMLS,Cumulus Media Inc. Class A Common Stock,$8.72,177425823,49085,Consumer Services,Broadcasting
CMO,Capstead Mortgage Corporation Common Stock,$5.81,560553152,453540,Consumer Services,Real Estate Investment Trusts
CMP,Compass Minerals Intl Inc Common Stock,$61.72,2095711117,190129,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPI,Checkmate Pharmaceuticals Inc. Common Stock,$14.59,314422481,14400,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMPR,Cimpress plc Ordinary Shares (Ireland),$87.74,2281560163,113295,Miscellaneous,Publishing
CMPS,COMPASS Pathways Plc American Depository Shares,$47.64,1711720969,290243,Health Care,Major Pharmaceuticals
CMRE,Costamare Inc. Common Stock $0.0001 par value,$8.28,1005974203,481742,Transportation,Marine Transportation
CMRX,Chimerix Inc. Common Stock,$4.83,302521684,542680,Health Care,Major Pharmaceuticals
CMS,CMS Energy Corporation Common Stock,$61.01,17469265771,1872281,Public Utilities,Power Generation
CMT,Core Molding Technologies Inc Common Stock,$14.08,112243972,46240,Consumer Non-Durables,Plastic Products
CMTL,Comtech Telecommunications Corp. Common Stock,$20.69,517473514,152755,Technology,Radio And Television Broadcasting And Communications Equipment
CMU,MFS Municipal Income Trust Common Stock,$4.40,124631382,142932,,
